1       293     298
2       190     189
3       134     136
4       103     103
5       84      83
6       70      70
7       61      60
8       57      54
9       54      51
10      51      48
11      51      51
12      48      48
13      46      48
14      44      45
15      47      44
16      44      46
17      46      45
18      44      42
19      44      45
20      43      44
50      39      40
100     38      39
#1000    38      
#10000   41
#100000  226
